Contact ID;Contact Driver Category;Root Cause;Root Cause Category;Date of Contact;Product Category;Business Type;Specialisation
18692;Hygiene & Safety;Butchery Error;Product Safety;2022-06-06;Meat & Seafood;Retail;Supermarket
18693;Membership Query;Short Shelf Life;Membership Program;2023-04-21;Fresh Produce;Retail;Supermarket
18694;Hygiene & Safety;Incorrect Labeling;Store Maintenance;2022-07-21;Grocery;Retail;Supermarket
18695;Pricing Issue;Gluten-Free Mislabel;Promotion Management;2022-10-01;Bakery;Retail;Supermarket
18696;Return & Refund;Sustainability Concern;Policy Information;2022-02-28;Meat & Seafood;Retail;Supermarket
18697;Product Availability;Packaging Waste Concern;Technical Issue;2023-03-17;Household Items;Retail;Supermarket
18698;Product Quality Concern;Short Shelf Life;Product Quality;2023-09-04;Fresh Produce;Retail;Supermarket
18699;Pricing Issue;Freshness Complaint;Pricing Error;2023-02-12;Bakery;Retail;Supermarket
18700;Product Quality Concern;Stock Shortage;Product Handling;2021-12-23;Grocery;Retail;Supermarket
18701;Product Availability;Storage Temperature Issue;Logistics;2023-08-31;Meat & Seafood;Retail;Supermarket
18702;Hygiene & Safety;Custom Order Mistake;Store Maintenance;2022-02-20;Bakery;Retail;Supermarket
18703;Return & Refund;Butchery Error;Policy Information;2023-11-28;Meat & Seafood;Retail;Supermarket
18704;Pricing Issue;Quality Issue;Pricing Error;2023-05-30;Fresh Produce;Retail;Supermarket
18705;Membership Query;Ingredient Source Query;Membership Program;2022-02-10;Bakery;Retail;Supermarket
18706;Return & Refund;Defective Product;Customer Service;2022-10-17;Household Items;Retail;Supermarket
18707;Hygiene & Safety;Packaging Waste Concern;Store Maintenance;2023-06-11;Household Items;Retail;Supermarket
18708;Customer Service;Organic Certification Query;Customer Relations;2022-10-11;Fresh Produce;Retail;Supermarket
18709;Membership Query;Stock Shortage;Membership Program;2022-04-04;Grocery;Retail;Supermarket
18710;Checkout Problem;Butchery Error;Checkout System;2022-04-11;Meat & Seafood;Retail;Supermarket
18711;Membership Query;Short Shelf Life;Membership Program;2022-05-03;Fresh Produce;Retail;Supermarket
18712;Hygiene & Safety;Expired Items on Shelf;Store Maintenance;2023-03-05;Grocery;Retail;Supermarket
18713;Pricing Issue;Pesticide Concern;Promotion Management;2022-04-07;Fresh Produce;Retail;Supermarket
18714;Product Availability;Pricing Discrepancy;Logistics;2023-08-04;Grocery;Retail;Supermarket
18715;Product Quality Concern;Sell-By Date Error;Product Handling;2023-07-05;Meat & Seafood;Retail;Supermarket
18716;Membership Query;Pesticide Concern;Membership Program;2022-03-27;Fresh Produce;Retail;Supermarket
18717;Return & Refund;Storage Temperature Issue;Customer Service;2022-03-13;Meat & Seafood;Retail;Supermarket
18718;Membership Query;Eco-friendly Misrepresentation;Account Management;2022-12-15;Household Items;Retail;Supermarket
18719;Product Availability;Sustainability Concern;Logistics;2023-08-31;Meat & Seafood;Retail;Supermarket
18720;Product Availability;Allergy Information Missing;Technical Issue;2023-12-02;Dairy;Retail;Supermarket
18721;Membership Query;Storage Temperature Issue;Membership Program;2022-12-18;Meat & Seafood;Retail;Supermarket
18722;Product Availability;Freshness Complaint;Logistics;2023-01-26;Bakery;Retail;Supermarket
18723;Hygiene & Safety;Incorrect Labeling;Product Safety;2022-11-18;Grocery;Retail;Supermarket
18724;Pricing Issue;Expired Items on Shelf;Promotion Management;2022-12-16;Grocery;Retail;Supermarket
18725;Product Quality Concern;Short Shelf Life;Product Handling;2022-02-07;Fresh Produce;Retail;Supermarket
18726;Return & Refund;Organic Certification Query;Billing Error;2023-07-20;Fresh Produce;Retail;Supermarket
18727;Membership Query;Cold Chain Breakdown;Membership Program;2022-11-07;Dairy;Retail;Supermarket
18728;Customer Service;Storage Temperature Issue;Customer Service;2022-09-21;Meat & Seafood;Retail;Supermarket
18729;Membership Query;Pesticide Concern;Account Management;2021-12-15;Fresh Produce;Retail;Supermarket
18730;Product Quality Concern;Cold Chain Breakdown;Product Handling;2021-12-19;Dairy;Retail;Supermarket
18731;Checkout Problem;Allergy Information Missing;Checkout System;2022-06-28;Dairy;Retail;Supermarket
18732;Membership Query;Packaging Damage;Membership Program;2023-01-07;Dairy;Retail;Supermarket
18733;Membership Query;Pricing Discrepancy;Account Management;2023-06-09;Grocery;Retail;Supermarket
18734;Product Quality Concern;Expired Items on Shelf;Product Quality;2022-02-07;Grocery;Retail;Supermarket
18735;Membership Query;Butchery Error;Membership Program;2022-08-14;Meat & Seafood;Retail;Supermarket
18736;Membership Query;Pesticide Concern;Account Management;2022-08-04;Fresh Produce;Retail;Supermarket
18737;Product Quality Concern;Eco-friendly Misrepresentation;Product Handling;2022-07-27;Household Items;Retail;Supermarket
18738;Hygiene & Safety;Product Recall;Health & Safety;2022-06-23;Dairy;Retail;Supermarket
18739;Customer Service;Packaging Waste Concern;Staff Training;2022-04-08;Household Items;Retail;Supermarket
18740;Product Quality Concern;Storage Temperature Issue;Product Quality;2023-06-16;Meat & Seafood;Retail;Supermarket
18741;Product Availability;Product Recall;Technical Issue;2021-12-28;Dairy;Retail;Supermarket
18742;Customer Service;Safety Warning Omission;Customer Relations;2022-09-06;Household Items;Retail;Supermarket
18743;Product Quality Concern;Storage Temperature Issue;Product Handling;2023-03-19;Meat & Seafood;Retail;Supermarket
18744;Checkout Problem;Butchery Error;Technical Issue;2023-08-06;Meat & Seafood;Retail;Supermarket
18745;Membership Query;Organic Certification Query;Account Management;2022-04-09;Fresh Produce;Retail;Supermarket
18746;Hygiene & Safety;Sell-By Date Error;Product Safety;2022-01-10;Meat & Seafood;Retail;Supermarket
18747;Hygiene & Safety;Expired Items on Shelf;Product Safety;2022-10-06;Grocery;Retail;Supermarket
18748;Membership Query;Pesticide Concern;Membership Program;2022-03-11;Fresh Produce;Retail;Supermarket
18749;Hygiene & Safety;Packaging Damage;Health & Safety;2023-07-05;Dairy;Retail;Supermarket
18750;Membership Query;Pricing Discrepancy;Membership Program;2022-05-11;Grocery;Retail;Supermarket
18751;Product Availability;Custom Order Mistake;Inventory Management;2023-05-16;Bakery;Retail;Supermarket
18752;Customer Service;Safety Warning Omission;Customer Service;2023-07-13;Household Items;Retail;Supermarket
18753;Customer Service;Packaging Damage;Customer Service;2022-07-05;Dairy;Retail;Supermarket
18754;Return & Refund;Packaging Damage;Customer Service;2023-04-18;Dairy;Retail;Supermarket
18755;Product Quality Concern;Sell-By Date Error;Product Quality;2022-03-21;Meat & Seafood;Retail;Supermarket
18756;Membership Query;Short Shelf Life;Membership Program;2022-09-20;Fresh Produce;Retail;Supermarket
18757;Hygiene & Safety;Packaging Damage;Store Maintenance;2023-10-26;Dairy;Retail;Supermarket
18758;Membership Query;Allergy Information Missing;Account Management;2022-06-24;Dairy;Retail;Supermarket
18759;Pricing Issue;Cold Chain Breakdown;Promotion Management;2021-12-18;Dairy;Retail;Supermarket
18760;Customer Service;Eco-friendly Misrepresentation;Staff Training;2023-02-07;Household Items;Retail;Supermarket
18761;Customer Service;Pricing Discrepancy;Staff Training;2023-10-29;Grocery;Retail;Supermarket
18762;Product Quality Concern;Packaging Waste Concern;Product Handling;2023-09-24;Household Items;Retail;Supermarket
18763;Hygiene & Safety;Expired Items on Shelf;Health & Safety;2022-02-08;Grocery;Retail;Supermarket
18764;Product Quality Concern;Ingredient Source Query;Product Quality;2023-01-06;Bakery;Retail;Supermarket
18765;Return & Refund;Butchery Error;Policy Information;2022-11-19;Meat & Seafood;Retail;Supermarket
18766;Checkout Problem;Sell-By Date Error;Customer Experience;2023-11-13;Meat & Seafood;Retail;Supermarket
18767;Product Availability;Product Recall;Technical Issue;2022-06-18;Dairy;Retail;Supermarket
18768;Return & Refund;Gluten-Free Mislabel;Customer Service;2022-07-28;Bakery;Retail;Supermarket
18769;Pricing Issue;Allergy Information Missing;Checkout System;2023-08-19;Dairy;Retail;Supermarket
18770;Hygiene & Safety;Incorrect Labeling;Product Safety;2023-02-27;Grocery;Retail;Supermarket
18771;Product Quality Concern;Expired Items on Shelf;Product Quality;2023-11-02;Grocery;Retail;Supermarket
18772;Membership Query;Ingredient Source Query;Membership Program;2021-12-24;Bakery;Retail;Supermarket
18773;Customer Service;Pricing Discrepancy;Customer Relations;2022-07-04;Grocery;Retail;Supermarket
18774;Product Quality Concern;Sustainability Concern;Product Quality;2023-09-09;Meat & Seafood;Retail;Supermarket
18775;Hygiene & Safety;Sustainability Concern;Health & Safety;2023-11-09;Meat & Seafood;Retail;Supermarket
18776;Membership Query;Eco-friendly Misrepresentation;Account Management;2023-10-08;Household Items;Retail;Supermarket
18777;Checkout Problem;Safety Warning Omission;Technical Issue;2023-11-06;Household Items;Retail;Supermarket
18778;Checkout Problem;Incorrect Labeling;Technical Issue;2023-08-16;Grocery;Retail;Supermarket
18779;Return & Refund;Quality Issue;Customer Service;2022-07-10;Fresh Produce;Retail;Supermarket
18780;Hygiene & Safety;Expired Items on Shelf;Product Safety;2023-09-01;Grocery;Retail;Supermarket
18781;Pricing Issue;Sell-By Date Error;Pricing Error;2022-06-14;Meat & Seafood;Retail;Supermarket
18782;Product Availability;Cold Chain Breakdown;Inventory Management;2022-11-01;Dairy;Retail;Supermarket
18783;Pricing Issue;Stock Shortage;Promotion Management;2022-10-11;Grocery;Retail;Supermarket
18784;Return & Refund;Sell-By Date Error;Customer Service;2022-07-15;Meat & Seafood;Retail;Supermarket
18785;Membership Query;Safety Warning Omission;Membership Program;2022-09-22;Household Items;Retail;Supermarket
18786;Product Quality Concern;Cold Chain Breakdown;Product Quality;2022-04-18;Dairy;Retail;Supermarket
18787;Pricing Issue;Pesticide Concern;Promotion Management;2023-05-09;Fresh Produce;Retail;Supermarket
18788;Hygiene & Safety;Product Recall;Store Maintenance;2023-09-20;Dairy;Retail;Supermarket
18789;Membership Query;Cold Chain Breakdown;Membership Program;2022-11-21;Dairy;Retail;Supermarket
18790;Checkout Problem;Sell-By Date Error;Checkout System;2022-02-21;Meat & Seafood;Retail;Supermarket
18791;Customer Service;Custom Order Mistake;Customer Service;2022-03-18;Bakery;Retail;Supermarket
18792;Pricing Issue;Product Recall;Promotion Management;2023-03-22;Dairy;Retail;Supermarket
18793;Hygiene & Safety;Short Shelf Life;Product Safety;2023-11-05;Fresh Produce;Retail;Supermarket
18794;Customer Service;Incorrect Labeling;Staff Training;2022-09-05;Grocery;Retail;Supermarket
18795;Pricing Issue;Expired Items on Shelf;Promotion Management;2022-06-08;Grocery;Retail;Supermarket
18796;Hygiene & Safety;Storage Temperature Issue;Health & Safety;2022-08-14;Meat & Seafood;Retail;Supermarket
18797;Membership Query;Butchery Error;Membership Program;2023-03-23;Meat & Seafood;Retail;Supermarket
18798;Customer Service;Incorrect Labeling;Customer Service;2022-03-26;Grocery;Retail;Supermarket
18799;Return & Refund;Storage Temperature Issue;Policy Information;2023-10-12;Meat & Seafood;Retail;Supermarket
18800;Product Availability;Cold Chain Breakdown;Inventory Management;2023-06-18;Dairy;Retail;Supermarket
18801;Product Quality Concern;Packaging Damage;Product Handling;2022-08-13;Dairy;Retail;Supermarket
18802;Product Availability;Butchery Error;Logistics;2023-06-03;Meat & Seafood;Retail;Supermarket
18803;Checkout Problem;Ingredient Source Query;Checkout System;2022-04-23;Bakery;Retail;Supermarket
18804;Pricing Issue;Allergy Information Missing;Checkout System;2022-05-18;Dairy;Retail;Supermarket
18805;Checkout Problem;Custom Order Mistake;Technical Issue;2022-01-08;Bakery;Retail;Supermarket
18806;Pricing Issue;Cold Chain Breakdown;Checkout System;2022-03-18;Dairy;Retail;Supermarket
18807;Customer Service;Gluten-Free Mislabel;Customer Relations;2023-07-20;Bakery;Retail;Supermarket
18808;Return & Refund;Organic Certification Query;Billing Error;2023-05-31;Fresh Produce;Retail;Supermarket
18809;Pricing Issue;Custom Order Mistake;Checkout System;2022-03-19;Bakery;Retail;Supermarket
18810;Hygiene & Safety;Gluten-Free Mislabel;Product Safety;2023-02-27;Bakery;Retail;Supermarket
18811;Return & Refund;Quality Issue;Billing Error;2022-03-16;Fresh Produce;Retail;Supermarket
18812;Product Availability;Product Recall;Inventory Management;2023-09-30;Dairy;Retail;Supermarket
18813;Pricing Issue;Sustainability Concern;Promotion Management;2022-12-09;Meat & Seafood;Retail;Supermarket
18814;Membership Query;Ingredient Source Query;Membership Program;2022-04-26;Bakery;Retail;Supermarket
18815;Checkout Problem;Quality Issue;Customer Experience;2022-12-11;Fresh Produce;Retail;Supermarket
18816;Hygiene & Safety;Short Shelf Life;Store Maintenance;2023-06-23;Fresh Produce;Retail;Supermarket
18817;Return & Refund;Incorrect Labeling;Billing Error;2022-12-30;Grocery;Retail;Supermarket
18818;Product Quality Concern;Allergy Information Missing;Product Handling;2022-03-02;Dairy;Retail;Supermarket
18819;Customer Service;Quality Issue;Customer Service;2022-09-27;Fresh Produce;Retail;Supermarket
18820;Checkout Problem;Allergy Information Missing;Technical Issue;2023-10-03;Dairy;Retail;Supermarket
18821;Product Availability;Pesticide Concern;Technical Issue;2022-02-25;Fresh Produce;Retail;Supermarket
18822;Product Availability;Ingredient Source Query;Logistics;2023-02-14;Bakery;Retail;Supermarket
18823;Customer Service;Gluten-Free Mislabel;Customer Relations;2021-12-29;Bakery;Retail;Supermarket
18824;Pricing Issue;Gluten-Free Mislabel;Promotion Management;2022-04-15;Bakery;Retail;Supermarket
18825;Product Quality Concern;Packaging Waste Concern;Product Quality;2023-11-10;Household Items;Retail;Supermarket
18826;Return & Refund;Sell-By Date Error;Policy Information;2023-06-12;Meat & Seafood;Retail;Supermarket
18827;Product Availability;Safety Warning Omission;Logistics;2022-11-20;Household Items;Retail;Supermarket
18828;Checkout Problem;Ingredient Source Query;Technical Issue;2021-12-15;Bakery;Retail;Supermarket
18829;Hygiene & Safety;Butchery Error;Health & Safety;2022-02-15;Meat & Seafood;Retail;Supermarket
18830;Pricing Issue;Gluten-Free Mislabel;Checkout System;2022-02-05;Bakery;Retail;Supermarket
18831;Checkout Problem;Defective Product;Checkout System;2022-04-28;Household Items;Retail;Supermarket
18832;Product Quality Concern;Packaging Waste Concern;Product Quality;2023-02-03;Household Items;Retail;Supermarket
